id,legislation,question,datetime,description
223,H R 5441,On Agreeing to the Amendment,6-Jun-2006,7:03 PM,
224,H R 5441,On Agreeing to the Amendment,6-Jun-2006,7:09 PM,
225,H R 5441,Table the Appeal of the Ruling of the Chair,6-Jun-2006,7:42 PM,"Department of Homeland Security Appropriations Act, 2007"
226,H R 5441,On Passage,6-Jun-2006,8:01 PM,"Department of Homeland Security Appropriations Act, 2007"
227,H RES 842,On Ordering the Previous Question,7-Jun-2006,4:45 PM,Providing for consideration of the bill (H.R. 5254) to set schedules for the consideration of permits for refineries
228,H RES 842,On Agreeing to the Resolution,7-Jun-2006,4:53 PM,Providing for consideration of the bill (H.R. 5254) to set schedules for the consideration of permits for refineries
229,H R 5521,On Passage,7-Jun-2006,5:01 PM,Legislative Branch Appropriations for Fiscal Year 2007
230,S 193,On Motion to Suspend the Rules and Pass,7-Jun-2006,5:09 PM,Broadcast Decency Enforcement Act
231,H R 5254,On Motion to Recommit with Instructions,7-Jun-2006,6:52 PM,Refinery Permit Process Schedule Act
232,H R 5254,On Passage,7-Jun-2006,6:59 PM,Refinery Permit Process Schedule Act
233,H R 5449,On Motion to Suspend the Rules and Pass,7-Jun-2006,7:07 PM,"To amend title 49, United States Code, to modify bargaining requirements for proposed changes to the personnel management system of the Federal Aviation Administration"
234,S 2803,On Motion to Suspend the Rules and Pass,7-Jun-2006,7:14 PM,Mine Improvement and New Emergency Respose Act
235,H RES 850,On Consideration of the Resolution,8-Jun-2006,12:06 PM,Providing for consideration of the bill (H.R. 5252) to promote the deployment of broadband networks and services
236,H R 5522,On Agreeing to the Amendment,8-Jun-2006,5:11 PM,
237,H RES 850,On Agreeing to the Resolution,8-Jun-2006,5:56 PM,Providing for consideration of the bill (H.R. 5252) to promote the deployment of broadband networks and services
238,H R 5252,On Agreeing to the Amendment,8-Jun-2006,9:14 PM,
239,H R 5252,On Agreeing to the Amendment,8-Jun-2006,9:22 PM,
240,H R 5252,On Motion to Recommit with Instructions,8-Jun-2006,9:56 PM,"Communications, Opportunity, Promotion, and Enhancement Act of 2006"
241,H R 5252,On Passage,8-Jun-2006,10:05 PM,"Communications, Opportunity, Promotion, and Enhancement Act of 2006"
242,H R 5522,On Agreeing to the Amendment,9-Jun-2006,1:44 PM,
243,H R 5522,On Agreeing to the Amendment,9-Jun-2006,1:50 PM,
244,H R 5522,On Agreeing to the Amendment,9-Jun-2006,1:57 PM,
245,H R 5522,On Agreeing to the Amendment,9-Jun-2006,2:00 PM,
246,H R 5522,On Agreeing to the Amendment,9-Jun-2006,2:05 PM,
247,H R 5522,On Agreeing to the Amendment,9-Jun-2006,2:09 PM,
248,H R 5522,On Agreeing to the Amendment,9-Jun-2006,2:13 PM,
249,H R 5522,On Agreeing to the Amendment,9-Jun-2006,2:17 PM,
250,H R 5522,On Passage,9-Jun-2006,2:39 PM,"Making appropriations for foreign operations, export financing, and related programs for the fiscal year ending September 30, 2007, and for other purposes"
251,H RES 794,"On Motion to Suspend the Rules and Agree, as Amended",12-Jun-2006,6:58 PM,"Recognizing the 17th anniversary of the massacre in Tiananmen Square, Beijing, in the People’s Republic of China, and for other purposes"
252,H RES 804,"On Motion to Suspend the Rules and Agree, as Amended",12-Jun-2006,7:05 PM,"Condemning the unauthorized, inappropriate, and coerced ordination of Catholic bishops by the People’s Republic of China"
253,H RES 608,"On Motion to Suspend the Rules and Agree, as Amended",12-Jun-2006,7:13 PM,Condemning the escalating levels of religious persecution in the People’s Republic of China
254,H CON RES 338,On Motion to Suspend the Rules and Agree,12-Jun-2006,7:21 PM,Expressing the sense of Congress regarding the activities of Islamist terrorist organizations in the Western Hemisphere
255,H RES 857,On Ordering the Previous Question,12-Jun-2006,7:28 PM,"Waiving points of order against consideration of the conference report to accompany the bill (H.R. 4939) making emergency supplemental appropriations for the fiscal year ending September 30, 2006, and for other purposes"
256,H CON RES 408,"On Motion to Suspend the Rules and Agree, as Amended",13-Jun-2006,11:35 AM,Commending the Government of Canada for its renewed commitment to the Global War on Terror
257,H R 4939,On Agreeing to the Conference Report,13-Jun-2006,12:02 PM,"Making emergency supplemental appropriations for the fiscal year ending September 30, 2006, and for other purposes"
258,H RES 862,On Agreeing to the Resolution,13-Jun-2006,2:41 PM,Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules
259,H R 4894,"On Motion to Suspend the Rules and Pass, as Amended",13-Jun-2006,2:50 PM,"To provide for certain access to national crime information databases by schools and educational agencies for employment purposes, with respect to individuals who work with children"
260,H RES 318,"On Motion to Suspend the Rules and Agree, as Amended",13-Jun-2006,3:02 PM,"Supporting responsible fatherhood, promoting marriage, and encouraging greater involvement of fathers in the lives of their children, especially on Father’s Day"
261,H RES 865,On Ordering the Previous Question,13-Jun-2006,4:05 PM,"Providing for consideration of the bill (H.R. 5576) making appropriations for the Departments of Transportation, Treasury, and Housing and Urban Development, the Judiciary, District of Columbia, and independent agencies for the fiscal year ending September 30, 2007, and for other purposes"
262,H RES 865,On Agreeing to the Resolution,13-Jun-2006,4:14 PM,"Providing for consideration of the bill (H.R. 5576) making appropriations for the Departments of Transportation, Treasury, and Housing and Urban Development, the Judiciary, District of Columbia, and independent agencies for the fiscal year ending September 30, 2007, and for other purposes"
263,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:21 PM,
264,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:27 PM,
265,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:31 PM,
266,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:36 PM,
267,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:39 PM,
268,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:42 PM,
269,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:45 PM,
270,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:49 PM,
271,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:51 PM,
272,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:55 PM,
273,H R 5576,On Agreeing to the Amendment,13-Jun-2006,9:59 PM,
274,H R 5576,On Agreeing to the Amendment,14-Jun-2006,1:56 PM,
275,H R 5576,On Agreeing to the Amendment,14-Jun-2006,2:00 PM,
276,H R 5576,On Agreeing to the Amendment,14-Jun-2006,2:05 PM,
277,H R 5576,On Agreeing to the Amendment,14-Jun-2006,2:09 PM,
278,H R 5576,On Agreeing to the Amendment,14-Jun-2006,2:15 PM,
279,H R 5576,On Agreeing to the Amendment,14-Jun-2006,2:21 PM,
280,H R 5576,On Agreeing to the Amendment,14-Jun-2006,2:25 PM,
281,H R 5576,On Agreeing to the Amendment,14-Jun-2006,2:31 PM,
282,H R 5576,On Agreeing to the Amendment,14-Jun-2006,5:05 PM,
283,H R 5576,On Agreeing to the Amendment,14-Jun-2006,5:11 PM,
284,H R 5576,On Agreeing to the Amendment,14-Jun-2006,5:18 PM,
285,H R 5576,On Agreeing to the Amendment,14-Jun-2006,5:24 PM,
286,H R 5576,On Passage,14-Jun-2006,5:45 PM,"Making appropriations for the Departments of Transportation, Treasury, and Housing and Urban Development, the Judiciary, District of Columbia, and independent agencies for the fiscal year ending September 30, 2007, and for other purposes"
287,H RES 868,On Agreeing to the Resolution,15-Jun-2006,12:02 PM,"Providing for consideration of the resolution (H. Res. 861) declaring that the United States will prevail in the Global War on Terror, the struggle to protect freedom from the terrorist adversary"
288,H RES 861,On Agreeing to the Resolution,16-Jun-2006,11:17 AM,"Declaring that the United States will prevail in the Global War on Terror, the struggle to protect freedom from the terrorist adversary"
289,H R 5540,On Motion to Suspend the Rules and Pass,19-Jun-2006,5:30 PM,"To designate the facility of the United States Postal Service located at 217 Southeast 2nd Street in Dimmitt, Texas, as the “Sergeant Jacob Dan Dones Post Office”"
290,H R 5504,On Motion to Suspend the Rules and Pass,19-Jun-2006,5:37 PM,"To designate the facility of the United States Postal Service located at 6029 Broadmoor Street in Mission, Kansas, as the “Larry Winn, Jr. Post Office Building”"
291,H RES 826,On Motion to Suspend the Rules and Agree,19-Jun-2006,6:14 PM,Expressing the sense of the House of Representatives that a National Young Sports Week should be established
292,H RES 877,On Agreeing to the Resolution,20-Jun-2006,2:12 PM,"Providing for the consideration of H.R. 5631, Department of Defense Appropriations Act, 2007"
293,H RES 731,"On Motion to Suspend the Rules and Agree, as Amended",20-Jun-2006,2:22 PM,Commending the Patriot Guard Riders for shielding mourning military families from protesters and preserving the memory of fallen service members at funerals
294,H R 5228,On Motion to Suspend the Rules and Pass,20-Jun-2006,2:32 PM,"To require representatives of governments designated as State Sponsors of Terrorism to disclose to the Attorney General lobbying contacts with legislative branch officials, and for other purposes"
295,H R 5631,On Agreeing to the Amendment,20-Jun-2006,6:27 PM,
296,H R 5631,On Agreeing to the Amendment,20-Jun-2006,6:32 PM,
297,H R 5631,On Agreeing to the Amendment,20-Jun-2006,6:37 PM,
298,H R 5631,On Agreeing to the Amendment,20-Jun-2006,6:42 PM,
299,H R 5631,On Agreeing to the Amendment,20-Jun-2006,6:46 PM,
300,H R 5631,On Agreeing to the Amendment,20-Jun-2006,9:12 PM,
301,H R 5631,On Agreeing to the Amendment,20-Jun-2006,9:17 PM,
302,H R 5631,On Agreeing to the Amendment,20-Jun-2006,9:22 PM,
303,H R 5631,On Agreeing to the Amendment,20-Jun-2006,9:26 PM,
304,H R 5631,On Agreeing to the Amendment,20-Jun-2006,9:31 PM,
305,H R 5631,On Passage,20-Jun-2006,9:50 PM,"Department of Defense Appropriations Act, 2007"
306,H R 5573,On Motion to Suspend the Rules and Pass,21-Jun-2006,2:54 PM,Health Centers Renewal Act
307,H R 5574,"On Motion to Suspend the Rules and Pass, as Amended",21-Jun-2006,3:03 PM,To amend the Public Health Service Act to reauthorize support for graduate medical education programs in children’s hospitals
308,H RES 885,On Ordering the Previous Question,22-Jun-2006,12:40 PM,"Providing for the consideration of H.R. 5638, Permanent Estate Tax Relief Act"
309,H RES 885,On Agreeing to the Resolution,22-Jun-2006,12:48 PM,"Providing for the consideration of H.R. 5638, Permanent Estate Tax Relief Act"
310,H RES 886,On Ordering the Previous Question,22-Jun-2006,12:57 PM,"Providing for the consideration of H.R. 4890, Legislative Line Item Veto Act"
311,H RES 886,On Agreeing to the Resolution,22-Jun-2006,1:05 PM,"Providing for the consideration of H.R. 4890, Legislative Line Item Veto Act"
312,H R 5638,On Consideration,22-Jun-2006,1:23 PM,
313,H R 5638,Table Appeal of the Ruling of the Chair,22-Jun-2006,3:28 PM,Permanent Estate Tax Relief Act
314,H R 5638,On Motion to Recommit with Instructions,22-Jun-2006,3:51 PM,Permanent Estate Tax Relief Act
315,H R 5638,On Passage,22-Jun-2006,4:00 PM,Permanent Estate Tax Relief Act
316,H R 4890,On Motion to Recommit with Instructions,22-Jun-2006,5:53 PM,Legislative Line Item Veto Act
317,H R 4890,On Passage,22-Jun-2006,6:01 PM,Legislative Line Item Veto Act
318,H RES 323,"On Motion to Suspend the Rules and Agree, as Amended",22-Jun-2006,6:08 PM,"Supporting the efforts to increase childhood cancer awareness, treatment, and research"
319,H RES 890,On Agreeing to the Resolution,27-Jun-2006,1:20 PM,"Providing for consideration of the bill (H.R. 5672) making appropriations for Science, the Departments of State, Justice, and Commerce, and related agencies for the fiscal year ending September 30, 2007, and for other purposes"
320,H R 889,Suspend the Rules and Agree to the Conference Report,27-Jun-2006,1:28 PM,Coast Guard and Maritime Transportation Act
321,H R 4843,"On Motion to Suspend the Rules and Pass, as Amended",27-Jun-2006,1:37 PM,Veterans’ Compensation Cost-of-Living Adjustment Act
322,H R 4973,On Agreeing to the Amendment,27-Jun-2006,4:41 PM,
323,H R 4973,On Agreeing to the Amendment,27-Jun-2006,4:48 PM,
324,H R 4973,On Agreeing to the Amendment,27-Jun-2006,4:57 PM,
325,H R 4973,On Passage,27-Jun-2006,5:19 PM,Flood Insurance Reform and Modernization Act
326,H R 5672,On Agreeing to the Amendment,27-Jun-2006,10:09 PM,
327,H R 5672,On Agreeing to the Amendment,27-Jun-2006,10:14 PM,
328,H R 5672,On Agreeing to the Amendment,27-Jun-2006,10:18 PM,
329,H R 5672,On Agreeing to the Amendment,27-Jun-2006,10:22 PM,
330,H R 5672,On Agreeing to the Amendment,27-Jun-2006,10:29 PM,
331,ADJOURN,On Motion to Adjourn,28-Jun-2006,11:08 AM,
332,H R 5672,On Motion that the Committee Rise,28-Jun-2006,11:59 AM,"Making appropriations for Science, the Departments of State, Justice, and Commerce, and related agencies for the fiscal year ending September 30, 2007, and for other purposes"
333,H R 5672,On Agreeing to the Amendment,28-Jun-2006,5:35 PM,
334,H R 5672,On Agreeing to the Amendment,28-Jun-2006,5:42 PM,
335,H R 5672,On Agreeing to the Amendment,28-Jun-2006,5:46 PM,
336,H R 5672,On Agreeing to the Amendment,28-Jun-2006,5:50 PM,
337,H R 5672,On Agreeing to the Amendment,28-Jun-2006,5:55 PM,
338,H R 5672,On Agreeing to the Amendment,28-Jun-2006,5:59 PM,
339,H R 5672,On Agreeing to the Amendment,28-Jun-2006,6:05 PM,
340,H R 5672,On Agreeing to the Amendment,28-Jun-2006,10:32 PM,
341,H R 5672,On Agreeing to the Amendment,28-Jun-2006,10:36 PM,
342,H R 5672,On Agreeing to the Amendment,28-Jun-2006,10:42 PM,
343,H R 5672,On Agreeing to the Amendment,28-Jun-2006,10:49 PM,
344,H R 5672,On Agreeing to the Amendment,28-Jun-2006,10:53 PM,
345,H R 5672,On Agreeing to the Amendment,28-Jun-2006,10:58 PM,
346,H R 5672,On Agreeing to the Amendment,28-Jun-2006,11:04 PM,
347,H R 5672,On Agreeing to the Amendment,29-Jun-2006,11:18 AM,
348,H R 5672,On Agreeing to the Amendment,29-Jun-2006,11:27 AM,
349,H R 5672,On Passage,29-Jun-2006,11:46 AM,"Making appropriations for Science, the Departments of State, Justice, and Commerce, and related agencies for the fiscal year ending September 30, 2007, and for other purposes"
350,H RES 896,On Ordering the Previous Question,29-Jun-2006,2:31 PM,Providing for consideration of the resolution (H. Res. 895) supporting intelligence and law enforcement programs to track terrorist finances conducted consistent with Federal law and with appropriate Congressional consultation and specifically condemning the disclosure and publication of classified information
351,H RES 896,On Agreeing to the Resolution,29-Jun-2006,2:38 PM,Providing for consideration of the resolution (H. Res. 895) supporting intelligence and law enforcement programs to track terrorist finances conducted consistent with Federal law and with appropriate Congressional consultation and specifically condemning the disclosure and publication of classified information
352,H RES 897,On Ordering the Previous Question,29-Jun-2006,2:45 PM,"Providing for consideration of the bill (H.R. 4761) to provide for exploration, development, and production activities for mineral resources on the outer Continental Shelf, and for other purposes"
353,H CON RES 440,On Agreeing to the Resolution,29-Jun-2006,2:54 PM,Providing for an adjournment or recess of the two Houses
354,H R 4761,On Agreeing to the Amendment,29-Jun-2006,6:57 PM,
355,H R 4761,On Agreeing to the Amendment,29-Jun-2006,7:04 PM,
356,H R 4761,On Passage,29-Jun-2006,7:21 PM,Deep Ocean Energy Resources Act
357,H RES 895,On Agreeing to the Resolution,29-Jun-2006,7:27 PM,"Supporting intelligence and law enforcement programs to track terrorists and terrorist finances conducted consistent with Federal law and with appropriate Congressional consultation and specifically condemning the disclosure and publication of classified information that impairs the international fight against, etc."
358,H R 2563,"On Motion to Suspend the Rules and Pass, as Amended",10-Jul-2006,6:57 PM,"To authorize the Secretary of the Interior to conduct feasibility studies to address certain water shortages within the Snake, Boise, and Payette River systems in Idaho, and for other purposes"
359,H R 5061,On Motion to Suspend the Rules and Pass,10-Jul-2006,7:13 PM,Paint Bank and Wytheville National Fish Hatcheries Conveyance Act
360,H RES 907,On Ordering the Previous Question,11-Jul-2006,12:10 PM,"Providing for the consideration of H.R. 4411, Unlawful Internet Gambling Enforcement Act"
361,H R 4411,On Agreeing to the Amendment,11-Jul-2006,2:40 PM,
362,H R 4411,On Motion to Recommit with Instructions,11-Jul-2006,3:09 PM,Unlawful Internet Gambling Enforcement Act
363,H R 4411,On Passage,11-Jul-2006,3:18 PM,Unlawful Internet Gambling Enforcement Act
364,H RES 906,On Ordering the Previous Question,12-Jul-2006,1:04 PM,"Providing for the consideration of H.R. 2990, Credit Rating Agency Duopoly Relief Act"
365,H RES 906,On Agreeing to the Resolution,12-Jul-2006,1:12 PM,"Providing for the consideration of H.R. 2990, Credit Rating Agency Duopoly Relief Act"
366,S 250,On Motion to Instruct Conferees,12-Jul-2006,1:21 PM,Carl D. Perkins Career and Technical Education Improvement Act
367,H R 2990,On Agreeing to the Amendment,12-Jul-2006,3:03 PM,
368,H R 2990,On Passage,12-Jul-2006,3:21 PM,Credit Rating Agency Duopoly Relief Act
369,H R 5646,"On Motion to Suspend the Rules and Pass, as Amended",12-Jul-2006,3:30 PM,To study and promote the use of energy efficient computer servers in the United States
370,H R 9,On Agreeing to the Amendment,13-Jul-2006,4:59 PM,
371,H R 9,On Agreeing to the Amendment,13-Jul-2006,5:06 PM,
372,H R 9,On Agreeing to the Amendment,13-Jul-2006,5:13 PM,
373,H R 9,On Agreeing to the Amendment,13-Jul-2006,5:19 PM,
374,H R 9,On Passage,13-Jul-2006,5:38 PM,"Fannie Lou Hamer, Rosa Parks, and Coretta Scott King Voting Rights Act Reauthorization and Amendments Act"
375,H R 3085,"On Motion to Suspend the Rules and Pass, as Amended",17-Jul-2006,6:55 PM,"To amend the National Trails System Act to update the feasibility and suitability study originally prepared for the Trail of Tears National Historic Trail and provide for the inclusion of new trail segments, land components, and campgrounds associated with that trail, and for other purposes"
376,H R 3496,"On Motion to Suspend the Rules and Pass, as Amended",17-Jul-2006,7:06 PM,"To amend the National Capital Transportation Act of 1969 to authorize additional Federal contributions for maintaining and improving the transit system of the Washington Metropolitan Area Transit Authority, and for other purposes"
377,H R 3729,"On Motion to Suspend the Rules and Pass, as Amended",17-Jul-2006,7:22 PM,Federal Judiciary Emergency Tolling Act
378,H J RES 88,On Passage,18-Jul-2006,2:00 PM,Proposing an amendment to the Constitution of the United States relating to marriage
379,S 3504,On Motion to Suspend the Rules and Pass,18-Jul-2006,6:35 PM,Fetus Farming Prohibition Act
380,S 2754,On Motion to Suspend the Rules and Pass,18-Jul-2006,6:44 PM,Alternative Pluripotent Stem Cell Therapies Enhancement Act
381,H RES 498,On Motion to Suspend the Rules and Agree,18-Jul-2006,6:59 PM,Supporting the goals and ideals of School Bus Safety Week
382,H RES 920,On Ordering the Previous Question,19-Jul-2006,12:13 PM,"Providing for consideration of the bill (H.R. 2389) to amend title 28, United States Code, with respect to the jurisdiction of Federal courts over certain cases and controversies involving the Pledge of Allegiance"
383,H RES 920,On Agreeing to the Resolution,19-Jul-2006,12:23 PM,"Providing for consideration of the bill (H.R. 2389) to amend title 28, United States Code, with respect to the jurisdiction of Federal courts over certain cases and controversies involving the Pledge of Allegiance"
384,H R 2389,On Agreeing to the Amendment,19-Jul-2006,4:22 PM,
385,H R 2389,On Passage,19-Jul-2006,4:40 PM,Pledge Protection Act
386,H R 5683,"On Motion to Suspend the Rules and Pass, as Amended",19-Jul-2006,4:49 PM,"To preserve the Mt. Soledad Veterans Memorial in San Diego, California, by providing for the immediate acquisition of the memorial by the United States"
387,H RES 911,"On Motion to Suspend the Rules and Agree, as Amended",19-Jul-2006,4:57 PM,"Expressing sympathy for the people of India in the aftermath of the deadly terrorist attacks in Mumbai on July 11, 2006"
388,H R 810,"Passage, Objections of the President Not Withstanding",19-Jul-2006,6:51 PM,Stem Cell Research Enhancement Act
389,H RES 925,On Ordering the Previous Question,20-Jul-2006,11:53 AM,Providing for consideration of the bill (H.R. 5684) to implement the United States-Oman Free Trade Agreement
390,H RES 925,On Agreeing to the Resolution,20-Jul-2006,12:03 PM,Providing for consideration of the bill (H.R. 5684) to implement the United States-Oman Free Trade Agreement
391,H RES 921,On Motion to Suspend the Rules and Agree,20-Jul-2006,12:10 PM,"Condemning the recent attacks against the State of Israel, holding terrorists and their state-sponsors accountable for such attacks, supporting Israel’s right to defend itself, and for other purposes"
392,H R 5684,On Passage,20-Jul-2006,2:52 PM,To implement the United States-Oman Free Trade Agreement
393,H CON RES 448,On Motion to Suspend the Rules and Agree,20-Jul-2006,3:00 PM,Commending the National Aeronautics and Space Administration on the completion of the Space Shuttle’s second Return-to-Flight mission
394,S 1496,On Motion to Suspend the Rules and Pass,24-Jul-2006,6:57 PM,To direct the Secretary of the Interior to conduct a pilot program under which up to 15 States may issue electronic Federal migratory bird hunting stamps
395,S 203,"On Motion to Suspend the Rules and Pass, as Amended",24-Jul-2006,7:09 PM,Soda Ash Royalty Reduction Act
396,H R 5534,"On Motion to Suspend the Rules and Pass, as Amended",24-Jul-2006,7:29 PM,To establish a grant program whereby moneys collected from violations of the corporate average fuel economy program are used to expand infrastructure necessary to increase the availability of alternative fuels
397,H R 5852,On Motion to Suspend the Rules and Pass,25-Jul-2006,1:38 PM,21st Century Emergency Communications Act
398,H R 4804,"On Motion to Suspend the Rules and Pass, as Amended",25-Jul-2006,1:46 PM,FHA Manufactured Housing Loan Modernization Act
399,H R 2830,On Motion to Instruct Conferees,25-Jul-2006,1:54 PM,Pension Protection Act of 2005
400,H R 5121,"On Motion to Suspend the Rules and Pass, as Amended",25-Jul-2006,5:56 PM,"To modernize and update the National Housing Act and enable the Federal Housing Administration to use risk-based pricing to more effectively reach underserved borrowers, and for other purposes"
401,H R 5013,"On Motion to Suspend the Rules and Pass, as Amended",25-Jul-2006,6:03 PM,Disaster Recovery Personal Protection Act of 2006
402,H CON RES 449,On Motion to Suspend the Rules and Agree,25-Jul-2006,6:10 PM,Recognizing Hall of Famer Bob Feller
403,H CON RES 384,On Motion to Suspend the Rules and Agree,25-Jul-2006,6:17 PM,"Recognizing and honoring the 100th anniversary of the founding of the Alpha Phi Alpha Fraternity, Incorporated, the first intercollegiate Greek-letter fraternity established for African Americans"
404,H R 5337,"On Motion to Suspend the Rules and Pass, as Amended",26-Jul-2006,5:04 PM,National Security Foreign Investment Reform and Strengthened Transparency Act
405,H R 5319,"On Motion to Suspend the Rules and Pass, as Amended",26-Jul-2006,5:15 PM,Deleting Online Predators Act
406,H RES 947,On Agreeing to the Resolution,26-Jul-2006,5:23 PM,"Providing for the consideration of H.R. 5682, United States and India Nuclear Cooperation Promotion Act"
407,H R 5682,On Agreeing to the Amendment,26-Jul-2006,8:17 PM,
408,H R 5682,On Agreeing to the Amendment,26-Jul-2006,8:28 PM,
409,H R 5682,On Agreeing to the Amendment,26-Jul-2006,8:36 PM,
410,H R 5682,On Motion to Recommit with Instructions,26-Jul-2006,9:08 PM,United States and India Nuclear Cooperation Promotion Act
411,H R 5682,On Passage,26-Jul-2006,9:17 PM,United States and India Nuclear Cooperation Promotion Act
412,H RES 952,On Ordering the Previous Question,27-Jul-2006,12:28 PM,"Providing for consideration of the bill (H.R. 4157) to amend the Social Security Act to encourage the dissemination, security, confidentiality, and usefulness of health information technology"
413,H RES 952,On Agreeing to the Resolution,27-Jul-2006,12:38 PM,"Providing for consideration of the bill (H.R. 4157) to amend the Social Security Act to encourage the dissemination, security, confidentiality, and usefulness of health information technology"
414,H R 4157,On Agreeing to the Amendment,27-Jul-2006,3:29 PM,
415,H R 4157,On Motion to Recommit with Instructions,27-Jul-2006,4:03 PM,Better Health Information System Act
416,H R 4157,On Passage,27-Jul-2006,4:11 PM,Better Health Information System Act
417,H R 2830,On Motion to Instruct Conferees,27-Jul-2006,4:21 PM,Pension Protection Act of 2005
418,H RES 958,On Agreeing to the Resolution,28-Jul-2006,7:29 PM,Waiving a requirement of clause 6(a) of rule XIII with respect to consideration of certain resolutions reported from the Committee on Rules
419,H RES 966,On Agreeing to the Resolution,28-Jul-2006,9:16 PM,"Providing for the consideration of H.R. 5970, Estate Tax and Extension of Tax Relief Act and H.R. 4, Pension Protection Act"
420,H CON RES 459,On Agreeing to the Resolution,28-Jul-2006,9:28 PM,Providing for an adjournment or recess of the two Houses
421,H R 4,On Motion to Recommit with Instructions,28-Jul-2006,11:27 PM,Pension Protection Act
422,H R 4,On Passage,28-Jul-2006,11:34 PM,Pension Protection Act
423,H RES 844,"On motion to suspend the rules and agree, as amended",28-Jul-2006,11:41 PM,"Congratulating the International AIDS Vaccine Initiative on 10 years of significant achievement in the search for HIV/AIDS vaccine, and for other purposes"
424,H R 5970,On Motion to Recommit with Instructions,29-Jul-2006,1:30 AM,Estate Tax and Extension of Tax Relief Act
425,H R 5970,On Passage,29-Jul-2006,1:41 AM,Estate Tax and Extension of Tax Relief Act
426,S 250,On Agreeing to the Conference Report,29-Jul-2006,1:48 AM,Carl D. Perkins Career and Technical Education Improvement Act
427,H R 2808,"On Motion to Suspend the Rules and Pass, as Amended",6-Sep-2006,6:57 PM,Abraham Lincoln Commemorative Coin Act
428,H RES 605,On Motion to Suspend the Rules and Agree,6-Sep-2006,7:05 PM,"Recognizing the life of Preston Robert Tisch and his outstanding contributions to New York City, the New York Giants Football Club, the National Football League, and the United States"
429,H RES 875,"On Motion to Suspend the Rules and Agree, as Amended",6-Sep-2006,7:24 PM,Congratulating Spelman College on the occasion of its 125th anniversary
430,H RES 981,On Agreeing to the Resolution,7-Sep-2006,11:14 AM,"Providing for the consideration of the bill (H.R. 503) to amend the Horse Protection Act to prohibit the shipping, tansporting, moving, delivering, receiving, possessing, purchasing, selling, or donation of horses and other equines to be slaughtered for human consumption."
431,H R 503,On Agreeing to the Amendment,7-Sep-2006,2:32 PM,
432,H R 503,On Agreeing to the Amendment,7-Sep-2006,2:40 PM,
433,H R 503,On Passage,7-Sep-2006,3:01 PM,Horse Protection Act
434,H R 5122,On Motion to Instruct Conferees,7-Sep-2006,3:13 PM,National Defense Authorization Act for Fiscal Year 2007
435,H R 5122,On Closing Portions of the Conference,7-Sep-2006,3:22 PM,National Defense Authorization Act for Fiscal Year 2007
436,H R 5428,"On Motion to Suspend the Rules and Pass, as Amended",12-Sep-2006,6:54 PM,Joshua A. Terando Princeton Post Office Building
437,H RES 175,On Motion to Suspend the Rules and Agree,12-Sep-2006,7:12 PM,"Recognizing the importance of establishing a national memorial at the World Trade Center site to commemorate and mourn the events of February 26, 1993, and September 11, 2001"
438,H RES 996,On Ordering the Previous Question,13-Sep-2006,1:54 PM,"Providing for the consideration of H. Res. 994, expressing the sense of the House of Representatives on the fifth anniversary of the terrorist attacks launched against the United States on September 11, 2001"
439,H R 4893,"On Motion to Suspend the Rules and Pass, as Amended",13-Sep-2006,2:23 PM,Restricting Indian Gaming to Homelands of Tribes Act of 2006
440,H RES 994,On Agreeing to the Resolution,13-Sep-2006,7:32 PM,"Expressing the sense of the House of Representatives on the fifth anniversary of the terrorist attacks launched against the United States on September 11, 2001"
441,H R 2965,On Agreeing to the Amendment,14-Sep-2006,1:06 PM,
442,H R 2965,On Agreeing to the Amendment,14-Sep-2006,1:14 PM,
443,H R 2965,On Passage,14-Sep-2006,1:34 PM,Federal Prison Industries Competition in Contracting Act
444,H RES 1002,On Ordering the Previous Question,14-Sep-2006,1:42 PM,"Providing for the consideration of H.R. 6061, Secure Fence Act of 2006"
445,H R 6061,On Motion to Recommit with Instructions,14-Sep-2006,3:31 PM,Secure Fence Act of 2006
446,H R 6061,On Passage,14-Sep-2006,3:41 PM,Secure Fence Act of 2006
447,H R 2864,On Motion to Instruct Conferees,14-Sep-2006,3:51 PM,Water Resources Development Act
448,H RES 1003,On Ordering the Previous Question,14-Sep-2006,5:25 PM,Providing for the adoption of the resolution (H. Res. 1000) providing for earmarking reform in the House of Representatives
449,H RES 1003,On Agreeing to the Resolution,14-Sep-2006,5:33 PM,Providing for the adoption of the resolution (H. Res. 1000) providing for earmarking reform in the House of Representatives
450,H R 6033,On Motion to Suspend the Rules and Pass,14-Sep-2006,5:45 PM,Thomas J. Manton Post Office Building
